"Symbol"	"Entrez"	"Description"
"Gm48809"	"-"	"-"
"Gm19256"	"-"	"-"
"Gm18696"	"-"	"-"
"Gm47033"	"-"	"-"
"Gm47835"	"-"	"-"
"Gm47724"	"-"	"-"
"Gm48018"	"-"	"-"
"A330049N07Rik"	"327768"	"RIKEN cDNA A330049N07 gene"
"Gm48697"	"-"	"-"
"Gm47365"	"-"	"-"
"Gm5176"	"382421"	"predicted gene 5176"
"Gm48465"	"-"	"-"
"Gm5080"	"-"	"-"
"Gm47956"	"-"	"-"
"Gm8112"	"-"	"-"
"Limk1-ps1"	"-"	"-"
"Gm4864"	"-"	"-"
"Gm8785"	"-"	"-"
"Gm29818"	"-"	"-"
"Gm48633"	"-"	"-"
"Gm18119"	"-"	"-"
"Gm47218"	"-"	"-"
"Gm48591"	"-"	"-"
"Gm48461"	"-"	"-"
"Gm9535"	"-"	"-"
"Gm47025"	"-"	"-"
"Gm47967"	"-"	"-"
"Gm48435"	"-"	"-"
"Gm47592"	"-"	"-"
"Gm31267"	"-"	"-"
"Gm7842"	"-"	"-"
"Gm47919"	"-"	"-"
"Gm48748"	"-"	"-"
"Gm48532"	"-"	"-"
"Gm30346"	"-"	"-"
"Gm2436"	"100039815"	"predicted gene 2436"
"Lilrb4b"	"14727"	"leukocyte immunoglobulin-like receptor, subfamily B, member 4B"
"Gm47394"	"-"	"-"
"Gm47669"	"-"	"-"
"Gm6653"	"626115"	"predicted gene 6653"
"Cdc5lrt7"	"668205"	"cell division cycle 5 like, retrotransposed 7"
"1700113B09Rik"	"78638"	"RIKEN cDNA 1700113B09 gene"
"Gm33337"	"102636202"	"predicted gene, 33337"
"Gm35189"	"-"	"-"
"Gm48484"	"-"	"-"
"Gm48036"	"-"	"-"
"Gm48808"	"-"	"-"
"Gm48363"	"-"	"-"
"Gm30539"	"102632477"	"predicted gene, 30539"
"Gm47801"	"-"	"-"
"Gm48179"	"-"	"-"
"Gm47056"	"-"	"-"
"Brcc3dc"	"368203"	"BRCA1/BRCA2-containing complex, subunit 3, domain containing"
"Gm47396"	"-"	"-"
"9530020I12Rik"	"77442"	"RIKEN cDNA 9530020I12 gene"
"Gm47402"	"-"	"-"
"Gm48774"	"-"	"-"
"Gm48184"	"-"	"-"
"Gm5649"	"-"	"-"
"Gm5175"	"-"	"-"
"Gm47852"	"-"	"-"
"Gm48750"	"-"	"-"
"Gm48269"	"-"	"-"
"Gm29809"	"-"	"-"
"Gm8158"	"666548"	"predicted gene 8158"
"Gm17917"	"-"	"-"
"Gm46328"	"108167971"	"predicted gene, 46328"
"Gm33680"	"-"	"-"
"Gm48773"	"-"	"-"
"Gm48181"	"-"	"-"
"Gm21321"	"-"	"-"
"Gm47593"	"-"	"-"
"Gm48282"	"-"	"-"
"Gm48279"	"-"	"-"
"Gm8249"	"-"	"-"
"Gm47353"	"-"	"-"
"Gm32220"	"-"	"-"
"Gm47399"	"-"	"-"
"Gm47466"	"-"	"-"
"Gm48380"	"-"	"-"
"Gm48015"	"-"	"-"
"Gm9182"	"668459"	"predicted gene 9182"
"Gm9476"	"-"	"-"
"Gm47809"	"-"	"-"
"5430401H09Rik"	"100504461"	"RIKEN cDNA 5430401H09 gene"
"Gm47244"	"-"	"-"
"Gm47101"	"-"	"-"
"Gm48278"	"-"	"-"
"Gm47700"	"-"	"-"
"Gm9368"	"-"	"-"
"Gm47245"	"-"	"-"
"Gm48466"	"-"	"-"
"Gm19599"	"-"	"-"
"Gm47595"	"-"	"-"
"Gm9004"	"-"	"-"
"Gm35035"	"-"	"-"
"Gm47107"	"-"	"-"
"Gm10773"	"-"	"-"
"Gm48587"	"-"	"-"
"Gm35412"	"-"	"-"
"Gm40765"	"-"	"-"
"Gm48531"	"-"	"-"
"Gm47712"	"-"	"-"
"Gm48231"	"-"	"-"
"Gm47787"	"-"	"-"
"Gm32936"	"102635650"	"predicted gene, 32936"
"Gm47941"	"-"	"-"
"Gm47506"	"-"	"-"
"Sros1"	"319272"	"non-coding RNA suppressor of Stat1"
"A430103D13Rik"	"-"	"-"
"Gm32515"	"102635092"	"predicted gene, 32515"
"Gm18876"	"-"	"-"
"Gm8960"	"-"	"-"
"Gm9102"	"-"	"-"
"Gm47924"	"-"	"-"
"Gm32105"	"-"	"-"
"Gm47018"	"-"	"-"
"Gm35722"	"102639396"	"predicted gene, 35722"
"Rps7-ps2"	"-"	"-"
"Gm47026"	"-"	"-"
"Gm47560"	"-"	"-"
"4930551I15Rik"	"-"	"-"
"Gm30906"	"102632964"	"predicted gene, 30906"
"Gm15608"	"-"	"-"
"Gm47834"	"-"	"-"
"Gm48508"	"-"	"-"
"Gm47698"	"-"	"-"
"Gm7540"	"-"	"-"
"Gm21027"	"-"	"-"
"Gm46234"	"115487405"	"predicted gene, 46234"
"Rmst"	"110333"	"rhabdomyosarcoma 2 associated transcript (non-coding RNA)"
"Gm18039"	"-"	"-"
"Gm47362"	"-"	"-"
"Gm32255"	"-"	"-"
"C230072F16Rik"	"320784"	"RIKEN cDNA C230072F16 gene"
"Gm47628"	"-"	"-"
"Gm5178"	"-"	"-"
"Gm19056"	"-"	"-"
"Gm48024"	"-"	"-"
"Gm34544"	"-"	"-"
"Gm48886"	"-"	"-"
"Gm19217"	"-"	"-"
"Pbld1"	"68371"	"phenazine biosynthesis-like protein domain containing 1"
"Gm47839"	"-"	"-"
"Gm48724"	"-"	"-"
"Gm36229"	"102640074"	"predicted gene, 36229"
"Gm47247"	"-"	"-"
"Gm40723"	"-"	"-"
"Cdc5lrt2-ps"	"-"	"-"
"Gm40692"	"-"	"-"
"Gm47865"	"-"	"-"
"Gm47526"	"-"	"-"
"Gm47431"	"-"	"-"
"Gm5780"	"-"	"-"
"4930563J15Rik"	"-"	"-"
"Gm47022"	"-"	"-"
"Gm35721"	"-"	"-"
"Gm47861"	"-"	"-"
"Gm6218"	"-"	"-"
"Gm46210"	"-"	"-"
"Gm18244"	"-"	"-"
"Lilrb4a"	"14728"	"leukocyte immunoglobulin-like receptor, subfamily B, member 4A"
"Gm47611"	"-"	"-"
"9530018F02Rik"	"-"	"-"
"Gm48680"	"-"	"-"
"Gm47045"	"-"	"-"
"Gm47591"	"-"	"-"
"Gm48777"	"-"	"-"
"4930477N07Rik"	"74905"	"RIKEN cDNA 4930477N07 gene"
"Gm48723"	"-"	"-"
"4930545H06Rik"	"75148"	"RIKEN cDNA 4930545H06 gene"
"Gm47822"	"-"	"-"
"Gm18777"	"-"	"-"
"BC024063"	"666584"	"cDNA sequence BC024063"
"Gm34045"	"-"	"-"
"Gm48758"	"-"	"-"
"Gm8188"	"-"	"-"
"Gm19990"	"100503961"	"predicted gene, 19990"
"Gm48851"	"-"	"-"
"Gm47948"	"-"	"-"
"Gm47053"	"-"	"-"
"Gm34776"	"-"	"-"
"Gm48536"	"-"	"-"
"Gm9508"	"670895"	"predicted gene 9508"
"Gm17820"	"-"	"-"
"Gm32172"	"102634635"	"predicted gene, 32172"
"Gm48145"	"-"	"-"
"Gm48535"	"-"	"-"
"4930452L12Rik"	"-"	"-"
"Gm48205"	"-"	"-"
"Gm18188"	"-"	"-"
"Gm47630"	"-"	"-"
"Gm3213"	"-"	"-"
"Gm48085"	"-"	"-"
"Gm47538"	"-"	"-"
"Gm47845"	"-"	"-"
"Gm48306"	"-"	"-"
"Gm48826"	"-"	"-"
"Gm47060"	"-"	"-"
"Gm2412"	"-"	"-"
"Gm6993"	"102635514"	"predicted gene 6993"
"Gm47708"	"102641383"	"predicted gene, 47708"
"Gm47209"	"-"	"-"
"Gm31931"	"-"	"-"
"Gm48341"	"-"	"-"
"Gm48206"	"-"	"-"
"Gm48029"	"-"	"-"
"Gm35405"	"-"	"-"
"Gm8274"	"-"	"-"
"Gm47337"	"-"	"-"
"Gm4065"	"-"	"-"
"Gm19090"	"-"	"-"
"Gm19161"	"-"	"-"
"4930532I03Rik"	"75833"	"RIKEN cDNA 4930532I03 gene"
"Gm31181"	"-"	"-"
"Gm49167"	"-"	"-"
"Gm47553"	"-"	"-"
"Gm47546"	"-"	"-"
"Gm30228"	"-"	"-"
"Gm48448"	"-"	"-"
"Gm40797"	"-"	"-"
"Gm18730"	"-"	"-"
"4930407I19Rik"	"77198"	"RIKEN cDNA 4930407I19 gene"
"Gm47682"	"-"	"-"
"Gm46189"	"-"	"-"
"4930555G07Rik"	"-"	"-"
"Cyp3a61-ps1"	"-"	"-"
"Gm2089"	"-"	"-"
"Cdc5lrt1"	"102635357"	"cell division cycle 5 like, retrotransposed 1"
"Gm48055"	"-"	"-"
"Gm18726"	"-"	"-"
"Gm31904"	"102634282"	"predicted gene, 31904"
"Gm36208"	"-"	"-"
"Gm47142"	"-"	"-"
"Tyms-ps"	"-"	"-"
"Krtap10-10"	"544710"	"keratin associated protein 10-10"
"Gm47944"	"115487410"	"predicted gene, 47944"
"Gm48854"	"-"	"-"
"Gm48786"	"-"	"-"
"C330004P14Rik"	"77538"	"RIKEN cDNA C330004P14 gene"
"Gm47524"	"-"	"-"
"Gm48086"	"-"	"-"
"Ifngas1"	"103214"	"Ifng antisense RNA 1"
"Gm8435"	"-"	"-"
"Gm48578"	"-"	"-"
"Gm48698"	"-"	"-"
"Gm48427"	"-"	"-"
"Gm48307"	"-"	"-"
"Gm29802"	"101056229"	"predicted gene, 29802"
"D630033A02Rik"	"-"	"-"
"Gm48844"	"-"	"-"
"Gm17823"	"-"	"-"
"Gm48310"	"-"	"-"
"Gm49325"	"-"	"-"
"Gm10747"	"-"	"-"
"Gm47342"	"-"	"-"
"Gm48788"	"-"	"-"
"Gm8689"	"-"	"-"
"Gm40761"	"-"	"-"
"Gm47894"	"-"	"-"
"Gm47910"	"-"	"-"
"Gm30262"	"-"	"-"
"Gm47837"	"-"	"-"
"Gm47488"	"-"	"-"
"Cdc5lrt4"	"102635473"	"cell division cycle 5 like, retrotransposed 4"
"Gm47329"	"-"	"-"
"Gm47690"	"-"	"-"
"Gm47594"	"-"	"-"
"Gm48077"	"-"	"-"
"Gm47623"	"-"	"-"
"Gm10165"	"-"	"-"
"Gm17980"	"-"	"-"
"3110043J17Rik"	"-"	"-"
"Gm47599"	"-"	"-"
"Gm48013"	"-"	"-"
"Gm47874"	"-"	"-"
"Gm48505"	"-"	"-"
"Gm34983"	"-"	"-"
"Gm48843"	"-"	"-"
"Gm47903"	"-"	"-"
"Gm48460"	"-"	"-"
"Gm6906"	"-"	"-"
"4930594A02Rik"	"-"	"-"
"Gm9088"	"-"	"-"
"Gm48087"	"-"	"-"
"Gm29783"	"-"	"-"
"Gm47525"	"-"	"-"
"Gm47078"	"-"	"-"
"5033421B08Rik"	"75990"	"predicted gene, 56555"
"Gm48867"	"-"	"-"
"Gm30025"	"-"	"-"
"Gm18774"	"-"	"-"
"A830082N09Rik"	"414093"	"RIKEN cDNA A830082N09 gene"
"Gm47226"	"-"	"-"
"Gm19989"	"-"	"-"
"Gm36719"	"-"	"-"
"Gm48845"	"-"	"-"
"Gm47561"	"-"	"-"
"Gm47024"	"-"	"-"
"Gm47879"	"-"	"-"
"1110019B22Rik"	"-"	"-"
"Gm33782"	"-"	"-"
"Gm48276"	"-"	"-"
"Gm8275"	"-"	"-"
"Gm48509"	"-"	"-"
"Gm4129"	"-"	"-"
"Gm47017"	"-"	"-"
"Gm47768"	"-"	"-"
"Gm17816"	"-"	"-"
"Gm48088"	"-"	"-"
"Gm17870"	"-"	"-"
"Gm47976"	"-"	"-"
"Gm10752"	"-"	"-"
"Gm48226"	"-"	"-"
"Gm48759"	"-"	"-"
"Gm35206"	"102638712"	"predicted gene, 35206"
"Gm48875"	"-"	"-"
"Gm47744"	"-"	"-"
"Gm48751"	"-"	"-"
"Gm48512"	"-"	"-"
"Gm48353"	"-"	"-"
"Gm8153"	"-"	"-"
"Gm47755"	"-"	"-"
"Gm5951"	"-"	"-"
"Gm49454"	"-"	"-"
"Gm5183"	"-"	"-"
"Gm48425"	"-"	"-"
"Gm47580"	"-"	"-"
"Gm6721"	"-"	"-"
"Gm47221"	"-"	"-"
"Gm48022"	"-"	"-"
"Gm47866"	"-"	"-"
"Gm48115"	"-"	"-"
"Gm32828"	"102635512"	"predicted gene, 32828"
"Gm47939"	"-"	"-"
"Gm48454"	"-"	"-"
"Gm19624"	"-"	"-"
"Gm36827"	"-"	"-"
"Gm47325"	"-"	"-"
"Gm47908"	"-"	"-"
"Gm3266"	"-"	"-"
"Gm33035"	"102635787"	"predicted gene, 33035"
"4930466K18Rik"	"-"	"-"
"1700048P04Rik"	"-"	"-"
"Gm48047"	"-"	"-"
"Gm46188"	"-"	"-"
"Gm47766"	"-"	"-"
"Gm47614"	"-"	"-"
"Gm47693"	"-"	"-"
"Gm47529"	"-"	"-"
"Gm47016"	"-"	"-"
"Gm4796"	"216036"	"predicted gene 4796"
"Gm47031"	"-"	"-"
"Sfta3-ps"	"104798"	"surfactant associated 3, pseudogene"
"Gm32141"	"-"	"-"
"Gm40652"	"-"	"-"
"Gm48768"	"-"	"-"
"Gm47257"	"-"	"-"
"Gm36634"	"-"	"-"
"Gm48132"	"-"	"-"
"Gm47697"	"-"	"-"
"Gm48326"	"-"	"-"
"Gm40617"	"105245123"	"predicted gene, 40617"
"Gm40418"	"105244890"	"predicted gene, 40418"
"Gm33843"	"-"	"-"
"Gm48285"	"-"	"-"
"Gm47864"	"-"	"-"
"Gm33869"	"-"	"-"
"Gm48475"	"-"	"-"
"Gm48614"	"-"	"-"
"Gm47607"	"-"	"-"
"Gm48507"	"-"	"-"
"Gm4178"	"-"	"-"
"A230081H15Rik"	"-"	"-"
"Gm49376"	"-"	"-"
"Gm47911"	"-"	"-"
"Gm48385"	"-"	"-"
"Gm7791"	"-"	"-"
"Gm48779"	"-"	"-"
"Gm18556"	"-"	"-"
"Gm48072"	"-"	"-"
"Gm38560"	"-"	"-"
"Gm40649"	"-"	"-"
"Gm48794"	"-"	"-"
"Gm47261"	"-"	"-"
"Gm47900"	"-"	"-"
"Gm9736"	"77763"	"predicted gene 9736"
"Gm8170"	"-"	"-"
"Gm47228"	"-"	"-"
"Gm47895"	"-"	"-"
"Gm34921"	"-"	"-"
"Gm48258"	"-"	"-"
"Gm47752"	"-"	"-"
"1700021G15Rik"	"73256"	"RIKEN cDNA 1700021G15 gene"
"AI463170"	"-"	"-"
"Gm48891"	"-"	"-"
"Gm20208"	"-"	"-"
"Gm48230"	"-"	"-"
"Gm35240"	"-"	"-"
"Gm48655"	"-"	"-"
"Gm48121"	"-"	"-"
"Gm7198"	"-"	"-"
"Gm47574"	"-"	"-"
"Gm10824"	"-"	"-"
"9230102K24Rik"	"109335"	"RIKEN cDNA 9230102K24 gene"
"Gm32235"	"-"	"-"
"Gm47725"	"-"	"-"
"Gm47999"	"-"	"-"
"Gm10744"	"-"	"-"
"Gm47227"	"-"	"-"
"Gm32442"	"-"	"-"
"Fkbp1a-ps2"	"-"	"-"
"4921515L22Rik"	"-"	"-"
"Gm33340"	"102636207"	"predicted gene, 33340"
"Gm8701"	"-"	"-"
"C030006N10Rik"	"-"	"-"
"B230217J21Rik"	"-"	"-"
"Gm19337"	"-"	"-"
"Gm35239"	"-"	"-"
"Gm6867"	"-"	"-"
"Gm34609"	"-"	"-"
"Gm48426"	"-"	"-"
"Gm47028"	"-"	"-"
"A430028G04Rik"	"-"	"-"
"Gm9466"	"-"	"-"
"Cdc5lrt6"	"668203"	"cell division cycle 5 like, retrotransposed 6"
"Gm48543"	"-"	"-"
"4933406B15Rik"	"-"	"-"
"Gm31938"	"102634330"	"predicted gene, 31938"
"Gm6333"	"-"	"-"
"Gm6494"	"-"	"-"
"Gm47896"	"-"	"-"
"Gm47200"	"-"	"-"
"Gm19168"	"-"	"-"
"Gm48106"	"-"	"-"
"Gm47093"	"-"	"-"
"Gm30624"	"-"	"-"
"Gm10741"	"-"	"-"
"Gm18507"	"-"	"-"
"Gm30122"	"-"	"-"
"Gm7594"	"-"	"-"
"Gm47965"	"-"	"-"
"Gm48403"	"-"	"-"
"Gm35188"	"-"	"-"
"Gm40810"	"-"	"-"
"Gm33336"	"-"	"-"
"Gm47722"	"-"	"-"
"Gm48898"	"-"	"-"
"Gm47992"	"-"	"-"
"Gm19007"	"-"	"-"
"4930401C15Rik"	"73803"	"RIKEN cDNA 4930401C15 gene"
"Gm47830"	"-"	"-"
"Gm47949"	"-"	"-"
"Gm47935"	"-"	"-"
"Gm48182"	"-"	"-"
"Srp54b"	"665155"	"signal recognition particle 54B"
"Gm3619"	"-"	"-"
"Gm6714"	"-"	"-"
"Gm48075"	"-"	"-"
"Gm4781"	"-"	"-"
"Gm48619"	"-"	"-"
"Gm48289"	"-"	"-"
"Gm6991"	"-"	"-"
"Gm48687"	"-"	"-"
"Gm40773"	"-"	"-"
"Gm47689"	"-"	"-"
"Gm48120"	"-"	"-"
"Gm47625"	"-"	"-"
"Gm48772"	"-"	"-"
"Gm47579"	"-"	"-"
"Gm47609"	"-"	"-"
"Gm18387"	"-"	"-"
"Gm29674"	"-"	"-"
"Gm48144"	"-"	"-"
"Gm47720"	"-"	"-"
"Gm47823"	"-"	"-"
"5330439M10Rik"	"-"	"-"
"Gm5779"	"544707"	"predicted gene 5779"
"Gm48083"	"-"	"-"
"Gm48658"	"-"	"-"
"Gm46209"	"-"	"-"
"Gm47703"	"-"	"-"
"Gm32365"	"-"	"-"
"Gm48657"	"-"	"-"
"Gm47761"	"-"	"-"
"Gm21026"	"-"	"-"
"Gm4310"	"-"	"-"
"Gm29684"	"628062"	"predicted gene, 29684"
"1700025K04Rik"	"-"	"-"
"Gm48542"	"-"	"-"
"4930473O22Rik"	"75025"	"RIKEN cDNA 4930473O22 gene"
"Gm47631"	"-"	"-"
"Gm48659"	"-"	"-"
"Gm18873"	"-"	"-"
"Gm33981"	"-"	"-"
"9230116L04Rik"	"321017"	"RIKEN cDNA 9230116L04 gene"
"Gm48068"	"-"	"-"
"Gm19801"	"-"	"-"
"Gm9111"	"-"	"-"
"4930486F22Rik"	"78170"	"RIKEN cDNA 4930486F22 gene"
"4930444K16Rik"	"-"	"-"
"Cdc5lrt9"	"668213"	"cell division cycle 5 like, retrotransposed 9"
"Gm48764"	"-"	"-"
"4930525C09Rik"	"78127"	"RIKEN cDNA 4930525C09 gene"
"Gm47691"	"-"	"-"
"Gm47736"	"-"	"-"
"4933411E08Rik"	"71067"	"RIKEN cDNA 4933411E08 gene"
"Gm33091"	"-"	"-"
"Gm46194"	"-"	"-"
"Gm47367"	"-"	"-"
"Gm48610"	"-"	"-"
"Gm48224"	"-"	"-"
"Gm47589"	"-"	"-"
"Gm47211"	"-"	"-"
"Gm47566"	"-"	"-"
"Gm18704"	"-"	"-"
"Gm48203"	"-"	"-"
"4930422I22Rik"	"-"	"-"
"Gm47897"	"-"	"-"
"Gm4928"	"-"	"-"
"Gm47968"	"-"	"-"
"Gm48001"	"-"	"-"
"Gm48117"	"-"	"-"
"Gm47671"	"-"	"-"
"Gm48379"	"-"	"-"
"Gm29884"	"-"	"-"
"Gm47632"	"-"	"-"
"Gm48377"	"-"	"-"
"Gm35274"	"102638796"	"predicted gene, 35274"
"Gm47899"	"-"	"-"
"Gm35865"	"-"	"-"
"Gm35696"	"-"	"-"
"Gm29794"	"-"	"-"
"Gm46199"	"-"	"-"
"Gm47738"	"-"	"-"
"Gm2649"	"-"	"-"
"Gm36283"	"102640148"	"predicted gene, 36283"
"Gm20758"	"629206"	"predicted gene, 20758"
"Gm47940"	"-"	"-"
"Gm47425"	"-"	"-"
"Gm48195"	"-"	"-"
"4930543I11Rik"	"-"	"-"
"Gm47667"	"-"	"-"
"Gm40787"	"-"	"-"
"Gm47461"	"-"	"-"
"Gm9072"	"-"	"-"
"Gm47840"	"-"	"-"
"Gm48744"	"-"	"-"
"Gm48089"	"-"	"-"
"1300014J16Rik"	"-"	"-"
"Gm6992"	"-"	"-"
"Gm47096"	"-"	"-"
"Gm47338"	"-"	"-"
"Gm35818"	"-"	"-"
"Gm6627"	"-"	"-"
"Gm8219"	"-"	"-"
"Gm36065"	"-"	"-"
"Gm4556"	"-"	"-"
"Gm47224"	"-"	"-"
"Gm47027"	"-"	"-"
"Gm47339"	"-"	"-"
"Gm47626"	"-"	"-"
"Gm32364"	"-"	"-"
"Gm48599"	"-"	"-"
"Gm19186"	"-"	"-"
"Limk1-ps2"	"-"	"-"
"Gm48451"	"-"	"-"
"Gm47608"	"-"	"-"
"Gm47419"	"-"	"-"
"Gm48473"	"-"	"-"
"Gm32025"	"-"	"-"
"Gm32899"	"-"	"-"
"Gm47363"	"-"	"-"
"Gm33111"	"-"	"-"
"Gm47225"	"-"	"-"
"Gm48207"	"-"	"-"
"Gm7530"	"-"	"-"
"Gm48324"	"-"	"-"
"Gm5750"	"-"	"-"
"Gm31849"	"-"	"-"
"Gm47621"	"-"	"-"
"Gm47170"	"-"	"-"
"Gm33308"	"102636165"	"predicted gene, 33308"
"Gm48450"	"-"	"-"
"Gm47673"	"-"	"-"
"1700022H01Rik"	"-"	"-"
"Rpl19-ps2"	"-"	"-"
"Gm4930"	"-"	"-"
"Gm2398"	"-"	"-"
"Gm47527"	"-"	"-"
"Gm47769"	"-"	"-"
"Gm6859"	"-"	"-"
"Gm48280"	"-"	"-"
"Gm5186"	"-"	"-"
"Gm4927"	"-"	"-"
"Gm19972"	"-"	"-"
"Gm48882"	"-"	"-"
"Gm48333"	"-"	"-"
"Gm47340"	"-"	"-"
"Gm48804"	"-"	"-"
"Gm4777"	"-"	"-"
"Gm40552"	"-"	"-"
"Gm47719"	"-"	"-"
"Gm49918"	"100040299"	"predicted gene, 49918"
"Gm47590"	"-"	"-"
"Gm18557"	"-"	"-"
"Gm18510"	"-"	"-"
"Gm48518"	"-"	"-"
"Gm7476"	"-"	"-"
"Gm46364"	"-"	"-"
"Gm33979"	"-"	"-"
"Gm46233"	"-"	"-"
"Gm47480"	"-"	"-"
"Gm30165"	"-"	"-"
"Glipr1l3"	"544736"	"GLI pathogenesis-related 1 like 3"
"Gm7775"	"-"	"-"
"Gm48175"	"-"	"-"
"Cdc5lrt3-ps"	"-"	"-"
"Gm18337"	"-"	"-"
"Gm47434"	"-"	"-"
"Gm47937"	"-"	"-"
"Gm48835"	"-"	"-"
"1700030E10Rik"	"-"	"-"
"Gm18972"	"-"	"-"
"Gm5173"	"-"	"-"
"Gm47164"	"-"	"-"
"4933436P19Rik"	"-"	"-"
"Gm19074"	"-"	"-"
"Gm2628"	"-"	"-"
"Gm18027"	"-"	"-"
"4933412E12Rik"	"71086"	"RIKEN cDNA 4933412E12 gene"
"Gm47880"	"-"	"-"
"Gm47771"	"-"	"-"
"Gm36908"	"102640972"	"predicted gene, 36908"
"Gm48555"	"-"	"-"
"Gm4510"	"-"	"-"
"Gm47627"	"-"	"-"
"Gm47737"	"-"	"-"
"Gm47397"	"-"	"-"
"Gm47223"	"-"	"-"
"Gm48225"	"-"	"-"
"Gm48463"	"-"	"-"
"A730063M14Rik"	"-"	"-"
"Gm32687"	"102635315"	"predicted gene, 32687"
"Gm40709"	"-"	"-"
"Gm17849"	"-"	"-"
"Gm19688"	"-"	"-"
"Gm47220"	"-"	"-"
"Gm48787"	"-"	"-"
"Gm5654"	"-"	"-"
"Gm5427"	"-"	"-"
"Gm47793"	"-"	"-"
"Gm47647"	"-"	"-"
"Gm5184"	"-"	"-"
"Gm18623"	"-"	"-"
"4921516A02Rik"	"-"	"-"
"Gm36176"	"102639995"	"predicted gene, 36176"
"4930455C13Rik"	"73990"	"RIKEN cDNA 4930455C13 gene"
"Gm48511"	"-"	"-"
"Gm47929"	"-"	"-"
"Gm47395"	"-"	"-"
"Gm40646"	"105245154"	"predicted gene, 40646"
"Gm48761"	"-"	"-"
"Gm6869"	"-"	"-"
"Gm47922"	"-"	"-"
"C630031E19Rik"	"328075"	"RIKEN cDNA C630031E19 gene"
"Gm48076"	"-"	"-"
"Ryk-ps1"	"-"	"-"
"Gm48485"	"382395"	"predicted gene, 48485"
"Gm48270"	"-"	"-"
"Gm48376"	"-"	"-"
"Gm48689"	"-"	"-"
"Gm18042"	"-"	"-"
"Gm18242"	"-"	"-"
"Gm48118"	"-"	"-"
"Gm7413"	"-"	"-"
"Gm47459"	"-"	"-"
"Gm48892"	"-"	"-"
"Gm20108"	"-"	"-"
"Gm48868"	"-"	"-"
"Gm47492"	"-"	"-"
"Gm40603"	"-"	"-"
"Gm48760"	"-"	"-"
"Gm47622"	"-"	"-"
"Gm48874"	"-"	"-"
"Gm18904"	"-"	"-"
"Gm47958"	"-"	"-"
"Gm40421"	"-"	"-"
"Gm7034"	"-"	"-"
"Gm18871"	"-"	"-"
"Gm48514"	"-"	"-"
"Gm47476"	"-"	"-"
"Gm2446"	"100039830"	"predicted gene 2446"
"Gm8681"	"-"	"-"
"Gm19073"	"-"	"-"
"Gm5512"	"-"	"-"
"Gm33037"	"-"	"-"
"Gm48815"	"-"	"-"
"Gm8137"	"666501"	"predicted gene 8137"
"Gm7525"	"-"	"-"
"Gm48474"	"-"	"-"
"Gm48757"	"-"	"-"
"2310002D06Rik"	"69522"	"RIKEN cDNA 2310002D06 gene"
"Gm47571"	"-"	"-"
"Gm18041"	"-"	"-"
"Gm46329"	"-"	"-"
"Gm47552"	"-"	"-"
"Gm46193"	"-"	"-"
"D830005E20Rik"	"442820"	"RIKEN cDNA D830005E20 gene"
"Gm8255"	"-"	"-"
"Gm19395"	"100502820"	"predicted gene, 19395"
"Gm17829"	"-"	"-"
"Gm32552"	"-"	"-"
"Gm18755"	"-"	"-"
"Gm48281"	"-"	"-"
"Gm4798"	"-"	"-"
"Gm48476"	"-"	"-"
"4930471E19Rik"	"-"	"-"
"Gm6362"	"-"	"-"
"Gm48524"	"-"	"-"
"Gm45925"	"-"	"-"
"Gm19116"	"-"	"-"
"Gm35608"	"-"	"-"
"Gm3942"	"-"	"-"
"Gm9110"	"-"	"-"
"Gm47699"	"-"	"-"
"Gm47600"	"-"	"-"
"Gm47531"	"-"	"-"
"Gm17794"	"-"	"-"
"Gm48903"	"-"	"-"
"Gm46231"	"-"	"-"
"4930567K20Rik"	"78056"	"RIKEN cDNA 4930567K20 gene"
"Gm47739"	"-"	"-"
"Gm47343"	"-"	"-"
"Gm40650"	"-"	"-"
"Gm47644"	"-"	"-"
"Gm46191"	"-"	"-"
"Gm48718"	"-"	"-"
"Gm4898"	"-"	"-"
"Gm48386"	"-"	"-"
"Gm20597"	"100502868"	"predicted gene, 20597"
"Gm8264"	"666738"	"predicted gene 8264"
"Gm47341"	"-"	"-"
"Gm31793"	"-"	"-"
"Gm49358"	"-"	"-"
"Gm48880"	"-"	"-"
"Gm48025"	"-"	"-"
"Gm19309"	"-"	"-"
"Gm48721"	"-"	"-"
"Gm6331"	"-"	"-"
"Gm48428"	"-"	"-"
"Gm47534"	"-"	"-"
"Gm48084"	"-"	"-"
"Gm48021"	"-"	"-"
"4930423D24Rik"	"73892"	"RIKEN cDNA 4930423D24 gene"
"Gm9139"	"-"	"-"
"Gm46190"	"-"	"-"
"Gm48014"	"-"	"-"
"Gm10743"	"-"	"-"
"Gm36172"	"-"	"-"
"Gm47615"	"-"	"-"
"Gm47539"	"-"	"-"
"Gm47972"	"-"	"-"
"4930459C07Rik"	"74881"	"RIKEN cDNA 4930459C07 gene"
"Gm34304"	"102637514"	"predicted gene, 34304"
"Gm48158"	"-"	"-"
"9430078K24Rik"	"77290"	"RIKEN cDNA 9430078K24 gene"
"Gm40645"	"-"	"-"
"Gm47532"	"-"	"-"
"Gm48517"	"-"	"-"
"Rpl17-ps2"	"-"	"-"
"Gm48210"	"-"	"-"
"Gm47718"	"-"	"-"
"Gm48400"	"-"	"-"
"Gm3137"	"-"	"-"
"Gm36041"	"-"	"-"
"Gm48722"	"-"	"-"
